"",id,trait,note,group_name,mr,year,author,sex,pmid,population,unit,sample_size,nsnp,build,category,subcategory,ontology,ncase,consortium,ncontrol,priority,sd
"14392",finn-b-RHEUMA_SEROPOS_WIDE,"Seropositive rheumatoid arthritis, wide",RHEUMA_SEROPOS_WIDE,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,4594,NA,214196,0,
"14393",ebi-a-GCST006642,Menstruation quality of life impact (increased appetite),NA,public,1,2018,Hirata T,NA,29855537,East Asian,NA,5734,533138,HG19/GRCh37,NA,NA,NA,760,NA,4974,0,
"14394",ukb-e-recode338_CSA,NA,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8876,9805387,HG19/GRCh37,Binary,NA,NA,2271,NA,6605,0,
"14395",ukb-a-541,Diagnoses - main ICD10: J33 Nasal polyp,NA,public,1,2017,Neale,Males and Females,,European,SD,337199,10894596,HG19/GRCh37,NA,NA,NA,1637,Neale Lab,335562,1,
"14396",ebi-a-GCST90017040,Gut microbiota abundance (genus Paraprevotella id.962),NA,public,1,2021,Kurilshikov A,NA,33462485,European,NA,14306,5407469,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14397",finn-b-O15_ICP,Intrahepatic Cholestasis of Pregnancy (ICP)<c3><8a>,O15_ICP,public,1,2021,NA,Males and Females,,European,NA,,16379784,HG19/GRCh37,Binary,NA,NA,940,NA,122639,0,
"14398",ubm-a-52,IDP T1 FAST ROIs L inf temp gyrus ant,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8427,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14399",ukb-d-K92,Diagnoses - main ICD10: K92 Other diseases of digestive system,NA,public,1,2018,Neale lab,Males and Females,,European,NA,361194,12178688,HG19/GRCh37,Binary,NA,NA,5019,NA,356175,0,
"14400",ubm-a-1880,NET100 0724,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14401",finn-b-H8_CHOLEASTOMA,Cholesteatoma of middle ear,H8_CHOLEASTOMA,public,1,2021,NA,Males and Females,,European,NA,,16380418,HG19/GRCh37,Binary,NA,NA,770,NA,205939,0,
"14402",ebi-a-GCST006475,Depressed affect,NA,public,1,2018,Nagel M,NA,29942085,European,NA,357957,10828862,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14403",finn-b-ST19_OTHER_UNSPE_INJURI_SHOUL_UPPER_ARM,Other and unspecified injuries of shoulder and upper arm,ST19_OTHER_UNSPE_INJURI_SHOUL_UPPER_ARM,public,1,2021,NA,Males and Females,,European,NA,,16380432,HG19/GRCh37,Binary,NA,NA,284,NA,202866,0,
"14404",ukb-e-20002_p34_CSA,"Non-cancer illness code, self-reported",NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8849,9805432,HG19/GRCh37,Binary,NA,NA,376,NA,8473,0,
"14405",ebi-a-GCST90001479,CD4 regulatory T cell %T cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3437,15144196,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14406",finn-b-D3_SARCOIDOSIS,Sarcoidosis,D3_SARCOIDOSIS,public,1,2021,NA,Males and Females,,European,NA,,16380463,HG19/GRCh37,Binary,NA,NA,2046,NA,215712,0,
"14407",ubm-a-2924,a2009s rh S temporal inf area,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14408",ukb-e-30800_AFR,Oestradiol,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,1612,15525088,HG19/GRCh37,Continuous,NA,NA,1612,NA,0,0,
"14409",ebi-a-GCST90001634,CD8dim Natural Killer T %T cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3668,15198002,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14410",ieu-a-68,Waist circumference,Adjusted for BMI,public,1,2015,Shungin D,Females,25673412,Mixed,SD (cm),134038,2474453,HG19/GRCh37,Risk factor,Anthropometric,NA,,GIANT,,11,12.52
"14411",finn-b-R18_HAEMORRHAGE_NOT_ELSEW_CLASSIFIED,"Haemorrhage, not elsewhere classified",R18_HAEMORRHAGE_NOT_ELSEW_CLASSIFIED,public,1,2021,NA,Males and Females,,European,NA,,16380261,HG19/GRCh37,Binary,NA,NA,406,NA,172999,0,
"14412",ebi-a-GCST90001529,CD66b++ myeloid cell Absolute Count,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,1858,14304991,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14413",finn-b-J10_COPD,COPD,J10_COPD,public,1,2021,NA,Males and Females,,European,NA,,16380382,HG19/GRCh37,Binary,NA,NA,6915,NA,186723,0,
"14414",ubm-a-464,IDP dMRI TBSS L3 Posterior thalamic radiation R,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14415",ukb-e-recode176_CSA,NA,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8876,9804007,HG19/GRCh37,Binary,NA,NA,372,NA,8504,0,
"14416",ubm-a-573,IDP dMRI TBSS OD Superior longitudinal fasciculus L,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14417",ukb-a-327,Type of tobacco previously smoked: Cigars or pipes,NA,public,1,2017,Neale,Males and Females,,European,SD,82755,10894596,HG19/GRCh37,NA,NA,NA,3887,Neale Lab,78868,1,
"14418",ukb-a-396,Duration of fitness test,NA,public,1,2017,Neale,Males and Females,,European,SD,49623,10894596,HG19/GRCh37,NA,NA,NA,,Neale Lab,,1,
"14419",ebi-a-GCST006802,Body mass index,NA,public,1,2016,Wood AR,NA,26961502,European,NA,119688,8580466,HG19/GRCh37,NA,NA,NA,29925,NA,89763,0,
"14420",ebi-a-GCST90011507,TestASV_3 (Bacteroides) abundance,NA,public,1,2021,R<U+00FC>hlemann MC,NA,33462482,European,NA,8956,5473195,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14421",finn-b-L12_NONIONRADISKINNAS,Other and unspecified skin changes due to chronic exposure to nonionizing radiation,L12_NONIONRADISKINNAS,public,1,2021,NA,Males and Females,,European,NA,,16380455,HG19/GRCh37,Binary,NA,NA,181,NA,213273,0,
"14422",ukb-d-I9_CHD_NOREV,Major coronary heart disease event excluding revascularizations,NA,public,1,2018,Neale lab,Males and Females,,European,NA,361194,13295130,HG19/GRCh37,Binary,NA,NA,10157,NA,351037,0,
"14423",ukb-d-C_RECTUM,Malignant neoplasm of rectum,NA,public,1,2018,Neale lab,Males and Females,,European,NA,361194,9554384,HG19/GRCh37,Binary,NA,NA,1170,NA,360024,0,
"14424",finn-b-R18_GENERAL_SYMPTOMS_SIGNS,General symptoms and signs,R18_GENERAL_SYMPTOMS_SIGNS,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,45793,NA,172999,0,
"14425",ukb-b-6991,"Seen doctor (GP) for nerves, anxiety, tension or depression",2090: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,459560,9851867,HG19/GRCh37,Binary,NA,NA,158565,MRC-IEU,300995,1,
"14426",finn-b-G6_MIGRAINE,Migraine,G6_MIGRAINE,public,1,2021,NA,Males and Females,,European,NA,,16380367,HG19/GRCh37,Binary,NA,NA,8547,NA,176107,0,
"14427",finn-b-K11_TEETH_HARD,Other diseases of hard tissues of teeth,K11_TEETH_HARD,public,1,2021,NA,Males and Females,,European,NA,,16380390,HG19/GRCh37,Binary,NA,NA,1408,NA,195395,0,
"14428",ukb-e-6144_p4_EAS,"Never eat eggs, dairy, wheat, sugar",NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2633,8237353,HG19/GRCh37,Binary,NA,NA,305,NA,2328,0,
"14429",ukb-a-25,Alcohol intake frequency.,NA,public,1,2017,Neale,Males and Females,,European,SD,336965,10894596,HG19/GRCh37,NA,NA,NA,,Neale Lab,,1,
"14430",ukb-b-4157,Operative procedures - secondary OPCS: Z50.2 Skin of hand,41210#Z502: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1548,MRC-IEU,461462,1,
"14431",ukb-e-4653_CSA,Ever highly irritable/argumentative for 2 days,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,4975,9800626,HG19/GRCh37,Binary,NA,NA,1124,NA,3851,0,
"14432",ukb-e-102430_CSA,Salted nuts intake,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,1469,9797409,HG19/GRCh37,Continuous,NA,NA,1469,NA,0,0,
"14433",ukb-e-30140_EAS,Neutrophill count,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2630,8258919,HG19/GRCh37,Continuous,NA,NA,2630,NA,0,0,
"14434",ieu-a-1065,Inspection time,Metric of information processing speed,public,1,2011,Luciano,Males and Females,21130836,European,SD (milliseconds),2645,2402666,HG19/GRCh37,Risk factor,Psychiatric / neurological,NA,,NA,,1,48.34
"14435",ubm-a-1883,NET100 0727,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14436",ukb-e-23104_EAS,Body mass index (BMI),NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2662,8253110,HG19/GRCh37,Continuous,NA,NA,2662,NA,0,0,
"14437",ukb-e-1428_p2_AFR,Spread type,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6494,15536792,HG19/GRCh37,Binary,NA,NA,2276,NA,4218,0,
"14438",finn-b-O15_ICP_WIDE,"Intrahepatic Cholestasis of Pregnancy (ICP)<c3><8a>, incl. ICD-8",O15_ICP_WIDE,public,1,2021,NA,Males and Females,,European,NA,,16379784,HG19/GRCh37,Binary,NA,NA,1249,NA,122330,0,
"14439",ukb-e-100008_CSA,Total sugars,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,1469,9797409,HG19/GRCh37,Continuous,NA,NA,1469,NA,0,0,
"14440",ukb-e-2724_EAS,Had menopause,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,1526,8276757,HG19/GRCh37,Binary,NA,NA,842,NA,684,0,
"14441",finn-b-KRA_PSY_SLEEP_NONORG_EXMORE,Nonorganic sleeping disorders (more controls excluded),KRA_PSY_SLEEP_NONORG_EXMORE,public,1,2021,NA,Males and Females,,European,NA,,16380172,HG19/GRCh37,Binary,NA,NA,2214,NA,166584,0,
"14442",ieu-b-41,bipolar disorder,NA,public,1,2019,"Stahl, E",Males and Females,31043756,European,NA,51710,13413244,HG19/GRCh37,Binary,Psychiatric / neurological,NA,20352,Bipolar Disorder Working Group of the Psychiatric Genomics Consortium,31358,1,
"14443",finn-b-H7_OPTNEUROTH,Other disorders of optic [2nd] nerve and visual pathways,H7_OPTNEUROTH,public,1,2021,NA,Males and Females,,European,NA,,16380465,HG19/GRCh37,Binary,NA,NA,785,NA,217491,0,
"14444",ukb-b-20292,Taking other prescription medications,2492: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,461332,9851867,HG19/GRCh37,Binary,NA,NA,216598,MRC-IEU,244734,1,
"14445",finn-b-M13_GOUT,Gout,M13_GOUT,public,1,2021,NA,Males and Females,,European,NA,,16380152,HG19/GRCh37,Binary,NA,NA,3576,NA,147221,0,
"14446",ukb-e-104120_AFR,Green bean intake,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,1207,15533528,HG19/GRCh37,Continuous,NA,NA,1207,NA,0,0,
"14447",ukb-e-1408_MID,Cheese intake,NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1483,11869270,HG19/GRCh37,Continuous,NA,NA,1483,NA,0,0,
"14448",ukb-a-430,Mouth/teeth dental problems: Bleeding gums,NA,public,1,2017,Neale,Males and Females,,European,SD,336138,10894596,HG19/GRCh37,NA,NA,NA,43469,Neale Lab,292669,1,
"14449",ukb-e-1940_EAS,Irritability,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2357,8257002,HG19/GRCh37,Binary,NA,NA,558,NA,1799,0,
"14450",ukb-b-18865,Operative procedures - secondary OPCS: M47.9 Unspecified urethral catheterisation of bladder,41210#M479: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1471,MRC-IEU,461539,1,
"14451",ubm-a-260,IDP dMRI TBSS MD Anterior limb of internal capsule R,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14452",ukb-e-30250_AFR,Reticulocyte count,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6108,15531480,HG19/GRCh37,Continuous,NA,NA,6108,NA,0,0,
"14453",finn-b-C3_SKIN_EXALLC,Malignant neoplasm of skin (all cancers excluded),C3_SKIN_EXALLC,public,1,2021,NA,Males and Females,,European,NA,,16380332,HG19/GRCh37,Binary,NA,NA,10384,NA,174006,0,
"14454",finn-b-M13_ENTESOPATHYLOW,"Enthesopathies of lower limb, excluding foot",M13_ENTESOPATHYLOW,public,1,2021,NA,Males and Females,,European,NA,,16380233,HG19/GRCh37,Binary,NA,NA,3466,NA,164682,0,
"14455",ukb-e-41253_p3_MID,Inpatient record format,NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1599,11945374,HG19/GRCh37,Binary,NA,NA,712,NA,887,0,
"14456",finn-b-N14_VULVOVAGINFINOTH,Vulvovaginal ulceration/inflammation in other diseases,N14_VULVOVAGINFINOTH,public,1,2021,NA,Males and Females,,European,NA,,16379509,HG19/GRCh37,Binary,NA,NA,631,NA,111858,0,
"14457",ukb-b-16048,"Non-cancer illness code, self-reported: pulmonary embolism +/- dvt",20002#1093: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,3823,MRC-IEU,459110,1,
"14458",finn-b-CD2_BENIGN_SALIVARY,Benign neoplasm of major salivary glands,CD2_BENIGN_SALIVARY,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,1298,NA,217494,0,
"14459",ukb-b-9056,Current employment status: Looking after home and/or family,6142#3: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,461242,9851867,HG19/GRCh37,Binary,NA,NA,23212,MRC-IEU,438030,1,
"14460",finn-b-C3_COLON_EXALLC,Malignant neoplasm of colon (all cancers excluded),C3_COLON_EXALLC,public,1,2021,NA,Males and Females,,European,NA,,16380317,HG19/GRCh37,Binary,NA,NA,1803,NA,174006,0,
"14461",ukb-d-22601_41133206,Job coding: local government administrative officer or assistant or clerk,NA,public,1,2018,Neale lab,Males and Females,,European,NA,89866,11949598,HG19/GRCh37,Binary,NA,NA,4748,NA,85118,0,
"14462",ukb-e-30150_CSA,Eosinophill count,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8502,9812124,HG19/GRCh37,Continuous,NA,NA,8502,NA,0,0,
"14463",finn-b-L12_PAPULOSQUAOTH,Other papulosquamous disorders,L12_PAPULOSQUAOTH,public,1,2021,NA,Males and Females,,European,NA,,16380456,HG19/GRCh37,Binary,NA,NA,131,NA,212242,0,
"14464",finn-b-I9_SEQULAE,Sequelae of cerebrovascular disease,I9_SEQULAE,public,1,2021,NA,Males and Females,,European,NA,,16380409,HG19/GRCh37,Binary,NA,NA,4638,NA,203068,0,
"14465",ukb-e-recode107_CSA,NA,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8876,9794370,HG19/GRCh37,Binary,NA,NA,321,NA,8555,0,
"14466",finn-b-K11_ACUTGASTR,Acute gastritis,K11_ACUTGASTR,public,1,2021,NA,Males and Females,,European,NA,,16380389,HG19/GRCh37,Binary,NA,NA,1284,NA,189695,0,
"14467",ubm-a-2595,NET100 1439,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14468",ukb-b-6185,Cheese spread intake,102860: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64949,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"14469",finn-b-Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_OTH_CIRCUMSTANC2,Persons encountering health services in other circumstances (Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_OTH_CIRCUMSTANC2),Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_OTH_CIRCUMSTANC2,public,1,2021,NA,Males and Females,,European,NA,,16380434,HG19/GRCh37,Binary,NA,NA,6407,NA,191362,0,
"14470",ubm-a-508,IDP dMRI TBSS ICVF Superior corona radiata R,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14471",finn-b-K11_APPENDOTH,Other appendicitis,K11_APPENDOTH,public,1,2021,NA,Males and Females,,European,NA,,16380423,HG19/GRCh37,Binary,NA,NA,1365,NA,201886,0,
"14472",ukb-e-1478_EAS,Salt added to food,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2663,8255872,HG19/GRCh37,Continuous,NA,NA,2663,NA,0,0,
"14473",ubm-a-2025,NET100 0869,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14474",ebi-a-GCST90001451,CD62L- monocyte %monocyte,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3042,14988562,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14475",ebi-a-GCST006956,Erectile dysfunction,NA,public,1,2018,Bovijn J,NA,30583798,European,NA,223805,9310196,HG19/GRCh37,NA,NA,NA,6175,NA,217630,0,
"14476",finn-b-C3_TESTIS_EXALLC,Malignant neoplasm of testis (all cancers excluded),C3_TESTIS_EXALLC,public,1,2021,NA,Males and Females,,European,NA,,16377430,HG19/GRCh37,Binary,NA,NA,199,NA,74685,0,
"14477",ukb-e-3063_EAS,Forced expiratory volume in 1-second (FEV1),NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2518,8257486,HG19/GRCh37,Continuous,NA,NA,2518,NA,0,0,
"14478",ukb-e-1727_EAS,Ease of skin tanning,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2440,8268575,HG19/GRCh37,Continuous,NA,NA,2440,NA,0,0,
"14479",ubm-a-1328,NET100 0172,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14480",ubm-a-2920,a2009s rh S precentral-inf-part area,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14481",finn-b-Z21_PROCED_PURPO_OTH_REMED_HEALTH_STATE,Procedures for purposes other than remedying health state,Z21_PROCED_PURPO_OTH_REMED_HEALTH_STATE,public,1,2021,NA,Males and Females,,European,NA,,16380369,HG19/GRCh37,Binary,NA,NA,365,NA,193570,0,
"14482",ukb-e-6164_p2_EAS,Types of physical activity in last 4 weeks,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2632,8247595,HG19/GRCh37,Binary,NA,NA,309,NA,2323,0,
"14483",ukb-e-6142_p4_CSA,Current employment status,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8562,9811032,HG19/GRCh37,Binary,NA,NA,678,NA,7884,0,
"14484",ieu-a-274,Packed cell volume,Effect allele frequencies are missing,public,1,2012,van der Harst P,Males and Females,23222517,Mixed,%,63511,2591080,HG19/GRCh37,Risk factor,Haemotological,NA,,HaemGen,,1,5.9
"14485",finn-b-G6_LSROOT,"Lumbosacral root disorders, not elsewhere classified",G6_LSROOT,public,1,2021,NA,Males and Females,,European,NA,,16380414,HG19/GRCh37,Binary,NA,NA,232,NA,195047,0,
"14486",ieu-b-73,Alcoholic drinks per week,NA,public,1,2019,"Liu, M",Males and Females,30643251,European,NA,335394,11887865,HG19/GRCh37,Continuous,Behavioural,NA,,GWAS and Sequencing Consortium of Alcohol and Nicotine use,,0,
"14487",ukb-e-716_CSA,Other arthropathies,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8726,9810902,HG19/GRCh37,Binary,NA,NA,881,NA,7845,0,
"14488",ukb-e-100270_CSA,Filtered coffee intake,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,1469,9797409,HG19/GRCh37,Continuous,NA,NA,1469,NA,0,0,
"14489",ubm-a-817,IDP dMRI ProbtrackX OD ar l,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14490",ukb-e-2139_CSA,Age first had sexual intercourse,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,5424,9806356,HG19/GRCh37,Continuous,NA,NA,5424,NA,0,0,
"14491",ubm-a-2022,NET100 0866,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14492",ukb-e-20116_p2_EAS,Smoking status,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2649,8214602,HG19/GRCh37,Binary,NA,NA,454,NA,2195,0,
"14493",ukb-e-30730_MID,Gamma glutamyltransferase,NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1498,11904858,HG19/GRCh37,Continuous,NA,NA,1498,NA,0,0,
"14494",ubm-a-2205,NET100 1049,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14495",finn-b-D3_WHITEBLOODCELLNAS,Other and unspecified disorders of white blood cells,D3_WHITEBLOODCELLNAS,public,1,2021,NA,Males and Females,,European,NA,,16380463,HG19/GRCh37,Binary,NA,NA,467,NA,215755,0,
"14496",ukb-e-826_CSA,Job involves shift work,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,5177,9810356,HG19/GRCh37,Continuous,NA,NA,5177,NA,0,0,
"14497",ukb-e-100020_AFR,Typical diet yesterday,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,1207,15181348,HG19/GRCh37,Binary,NA,NA,993,NA,214,0,
"14498",ebi-a-GCST90002070,CD4 on activated & secreting CD4 regulatory T cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,2920,14849646,HG19/GRCh37,NA,NA,NA,,NA,,0,
"14499",ukb-d-N93,Diagnoses - main ICD10: N93 Other abnormal uterine and vaginal bleeding,NA,public,1,2018,Neale lab,Males and Females,,European,NA,361194,10822472,HG19/GRCh37,Binary,NA,NA,2455,NA,358739,0,
"14500",ubm-a-2135,NET100 0979,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"14501",ukb-b-8777,"Cancer code, self-reported: cervical cancer",20001#1041: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,1889,MRC-IEU,461044,1,
